run_name,pretrain_steps,seed,model_hidden_dim,model_heads,model_depth,episode,win_rate,draw_rate
pretrain_40_half-seed2,40,2,96,3,2,1600,0.0,0.97
pretrain_40_half-seed2,40,2,96,3,2,1700,0.0,0.98
pretrain_40_half-seed2,40,2,96,3,2,1800,0.0,0.955
pretrain_40_half-seed2,40,2,96,3,2,1900,0.0,0.95
pretrain_40_half-seed2,40,2,96,3,2,2000,0.0,0.965
pretrain_40_half-seed2,40,2,96,3,2,2100,0.0,0.965
pretrain_40_half-seed2,40,2,96,3,2,2200,0.0,0.985
pretrain_40_half-seed2,40,2,96,3,2,2300,0.0,0.97
pretrain_40_half-seed2,40,2,96,3,2,2400,0.0,0.985
pretrain_40_half-seed2,40,2,96,3,2,2500,0.0,0.965
pretrain_40_half-seed2,40,2,96,3,2,2600,0.0,0.975
pretrain_40_half-seed2,40,2,96,3,2,2700,0.0,0.975
pretrain_40_half-seed2,40,2,96,3,2,2800,0.0,0.98
pretrain_40_half-seed2,40,2,96,3,2,2900,0.0,0.975
pretrain_40_half-seed2,40,2,96,3,2,3000,0.0,0.965
pretrain_40_half-seed2,40,2,96,3,2,3100,0.0,0.965
pretrain_40_half-seed2,40,2,96,3,2,3200,0.0,0.985
pretrain_40_half-seed2,40,2,96,3,2,3300,0.0,0.97
pretrain_40_half-seed2,40,2,96,3,2,3400,0.0,0.985
pretrain_40_half-seed2,40,2,96,3,2,3500,0.0,0.98
pretrain_40_half-seed2,40,2,96,3,2,3600,0.0,0.965
pretrain_40_half-seed2,40,2,96,3,2,3700,0.0,0.995
pretrain_40_half-seed3,40,3,96,3,2,0,0.0,0.12
pretrain_40_half-seed3,40,3,96,3,2,100,0.0,0.19
pretrain_40_half-seed3,40,3,96,3,2,200,0.0,0.3
pretrain_40_half-seed3,40,3,96,3,2,300,0.0,0.385
pretrain_40_half-seed3,40,3,96,3,2,400,0.0,0.56
pretrain_40_half-seed3,40,3,96,3,2,500,0.0,0.76
pretrain_40_half-seed3,40,3,96,3,2,600,0.0,0.815
pretrain_40_half-seed3,40,3,96,3,2,700,0.0,0.88
pretrain_40_half-seed3,40,3,96,3,2,800,0.0,0.94
pretrain_40_half-seed3,40,3,96,3,2,900,0.0,0.94
pretrain_40_half-seed3,40,3,96,3,2,1000,0.0,0.9
pretrain_40_half-seed3,40,3,96,3,2,1100,0.0,0.955
pretrain_40_half-seed3,40,3,96,3,2,1200,0.0,0.95
pretrain_40_half-seed3,40,3,96,3,2,1300,0.0,0.93
pretrain_40_half-seed3,40,3,96,3,2,1400,0.0,0.94
pretrain_40_half-seed3,40,3,96,3,2,1500,0.0,0.955
pretrain_40_half-seed3,40,3,96,3,2,1600,0.0,0.965
pretrain_40_half-seed3,40,3,96,3,2,1700,0.0,0.965
pretrain_40_half-seed3,40,3,96,3,2,1800,0.0,0.95
pretrain_40_half-seed3,40,3,96,3,2,1900,0.0,0.98
pretrain_40_half-seed3,40,3,96,3,2,2000,0.0,0.975
pretrain_40_half-seed3,40,3,96,3,2,2100,0.0,0.955
pretrain_40_half-seed3,40,3,96,3,2,2200,0.0,0.975
pretrain_40_half-seed3,40,3,96,3,2,2300,0.0,0.96
pretrain_40_half-seed3,40,3,96,3,2,2400,0.0,0.955
pretrain_40_half-seed3,40,3,96,3,2,2500,0.0,0.965
pretrain_40_half-seed3,40,3,96,3,2,2600,0.0,0.99
pretrain_40_half-seed4,40,4,96,3,2,0,0.0,0.145
pretrain_40_half-seed4,40,4,96,3,2,100,0.0,0.155
pretrain_40_half-seed4,40,4,96,3,2,200,0.0,0.23
pretrain_40_half-seed4,40,4,96,3,2,300,0.0,0.395
pretrain_40_half-seed4,40,4,96,3,2,400,0.0,0.595
